zeit,temp_wasser,temp_wuerfel
49.7,58.81,28.25
50.3,58.75,27.5
50.9,58.75,28.0
51.5,58.75,27.75
52.1,58.75,28.5
52.7,58.75,28.25
53.3,58.75,28.25
53.9,58.75,28.25
54.5,58.75,28.25
55.1,58.75,28.25
55.7,58.75,28.25
56.3,58.75,28.0
56.9,58.75,27.75
57.5,58.75,28.0
58.1,58.75,28.25
58.7,58.75,28.0
59.3,58.75,27.5
59.9,58.75,27.75
60.5,58.75,28.0
61.1,58.75,28.0
61.7,58.75,28.25
62.3,58.75,28.5
62.9,58.75,28.25
63.5,58.75,28.25
64.1,58.75,28.25
64.7,58.75,28.25
65.3,58.75,28.5
65.9,58.75,28.0
66.5,58.69,27.75
67.1,58.69,28.0
67.7,58.75,28.25
68.3,58.69,28.0
68.9,58.69,28.25
69.5,58.69,28.25
70.1,58.69,27.75
70.7,58.69,28.0
71.3,58.69,28.0
71.9,58.69,28.0
72.5,58.69,28.25
73.1,58.69,27.75
73.7,58.63,28.0
74.3,58.63,28.25
74.9,58.63,28.0
75.5,58.63,28.0
76.1,58.63,28.0
76.7,58.63,28.0
77.3,58.63,28.25
77.9,58.63,28.0
78.5,58.56,28.0
79.1,58.56,28.0
79.7,58.56,28.25
80.3,58.56,27.75
80.9,58.56,27.75
81.5,58.63,27.5
82.2,58.56,28.0
82.7,58.56,28.0
83.4,58.56,28.0
83.9,58.56,28.0
84.6,58.56,28.25
85.2,58.56,28.25
85.8,58.63,28.25
86.4,58.63,28.25
87.0,58.56,27.75
87.6,58.56,28.0
88.2,58.56,27.5
88.8,58.56,28.25
89.4,58.56,27.5
90.0,58.56,28.25
90.6,58.63,27.75
91.2,58.56,28.25
91.8,58.56,28.25
92.4,58.56,28.0
93.0,58.56,27.25
93.6,58.56,28.25
94.2,58.56,28.0
94.8,58.56,28.0
95.4,58.56,27.5
96.0,58.56,28.0
96.6,58.56,28.0
97.2,58.56,28.0
97.8,58.5,27.5
98.4,58.5,27.75
99.0,58.5,28.0
99.6,58.5,28.0
100.2,58.5,27.75
100.8,58.5,28.5
101.4,58.5,27.5
102.0,58.5,28.25
102.6,58.5,28.5
103.2,58.5,28.0
103.8,58.5,28.25
104.4,58.5,28.0
105.0,58.5,27.75
105.6,58.5,28.25
106.2,58.5,27.75
106.8,58.44,28.25
107.4,58.44,27.75
108.0,58.5,27.5
108.6,58.44,27.75
109.2,58.44,27.75
109.8,58.44,28.5
110.4,58.44,27.25
111.0,58.44,28.0
111.6,58.44,28.0
112.2,58.44,28.25
112.8,58.44,28.0
113.4,58.44,28.0
114.0,58.44,27.75
114.6,58.44,27.25
115.2,58.44,28.0
115.8,58.44,28.0
116.4,58.38,28.25
117.0,58.44,27.5
117.6,58.38,27.5
118.2,58.38,27.5
118.8,58.38,28.25
119.4,58.38,28.0
120.0,58.38,27.75
120.6,58.31,27.75
121.2,58.38,27.75
121.9,58.38,28.25
122.4,58.38,28.0
123.1,58.38,28.0
123.6,58.31,28.0
124.3,58.31,28.25
124.9,58.31,28.0
125.5,58.31,27.5
126.1,58.31,28.25
126.7,58.31,28.0
127.3,58.31,28.25
127.9,58.31,27.75
128.5,58.31,28.0
129.1,58.31,28.0
129.7,58.31,27.75
130.3,58.31,27.75
130.9,58.31,28.5
131.5,58.31,28.25
132.1,58.31,28.0
132.7,58.31,28.0
133.3,58.25,28.25
133.9,58.31,28.25
134.5,58.31,28.0
135.1,58.31,28.25
135.7,58.25,28.0
136.3,58.25,28.0
136.9,58.31,28.25
137.5,58.25,27.75
138.1,58.31,28.5
138.7,58.25,28.25
139.3,58.31,27.75
139.9,58.25,28.25
140.5,58.25,28.0
141.1,58.25,28.0
141.7,58.25,28.25
142.3,58.31,28.0
142.9,58.25,28.0
143.5,58.31,28.0
144.1,58.25,28.25
144.7,58.25,28.25
145.3,58.25,28.25
145.9,58.25,27.75
146.5,58.25,28.25
147.1,58.25,27.75
147.7,58.25,27.75
148.3,58.25,28.25
148.9,58.25,28.25
149.5,58.25,28.0
150.1,58.25,27.75
150.7,58.19,28.0
151.3,58.25,28.0
151.9,58.19,28.0
152.5,58.19,27.75
153.1,58.19,28.25
153.7,58.19,27.75
154.3,58.19,28.0
154.9,58.19,28.0
155.5,58.19,27.75
156.1,58.19,28.0
156.8,58.19,28.5
157.3,58.19,27.75
157.9,58.19,27.75
158.5,58.19,28.25
159.1,58.19,27.75
159.7,58.19,28.0
160.3,58.19,27.5
160.9,58.19,28.5
161.5,58.19,28.0
162.1,58.19,28.0
162.7,58.19,28.25
163.3,58.19,28.25
163.9,58.13,28.25
164.5,58.19,28.0
165.2,58.19,27.75
165.7,58.13,28.0
166.4,58.13,28.25
166.9,58.13,28.0
167.6,58.19,27.25
168.2,58.13,28.25
168.8,58.13,28.25
169.4,58.13,28.0
170.0,58.13,28.25
170.6,58.13,27.5
171.2,58.13,28.25
171.8,58.06,27.75
172.4,58.13,28.25
173.0,58.13,27.75
173.6,58.06,28.0
174.2,58.06,28.75
174.8,58.06,28.25
175.4,58.06,28.0
176.0,58.06,28.5
176.6,58.13,28.0
177.2,58.06,28.25
177.8,58.06,27.25
178.4,58.06,28.25
179.0,58.0,28.75
179.6,58.0,27.75
180.2,58.06,27.75
180.8,58.06,27.75
181.4,58.06,28.0
182.0,58.06,28.5
182.6,58.06,28.0
183.2,58.06,28.0
183.8,58.06,28.25
184.4,58.06,28.0
185.0,58.06,28.0
185.6,58.0,27.75
186.2,58.0,27.25
186.8,58.0,28.0
187.4,58.0,27.75
188.0,58.0,28.0
188.6,58.0,28.25
189.2,58.0,28.25
189.8,58.0,27.75
190.4,58.0,28.0
191.0,58.0,28.0
191.6,57.94,27.5
192.2,58.0,28.25
192.8,58.0,28.0
193.4,58.0,27.75
194.0,57.94,28.0
194.6,58.0,27.75
195.2,57.94,27.5
195.8,57.94,28.25
196.4,57.94,28.25
197.0,57.94,28.0
197.6,57.94,28.0
198.2,57.94,28.0
198.8,57.94,28.25
199.4,57.94,28.0
200.0,57.94,27.75
200.6,57.94,28.0
201.2,57.94,28.0
201.8,57.94,27.75
202.4,57.94,28.0
203.0,57.94,27.75
203.6,57.94,27.75
204.2,57.88,28.0
204.9,57.88,28.25
205.4,57.88,28.25
206.0,57.88,28.25
206.6,57.88,27.75
207.2,57.88,27.5
207.8,57.94,28.0
208.4,57.94,27.75
209.0,57.94,27.75
209.6,57.94,27.5
210.2,57.88,28.0
210.8,57.88,28.25
211.4,57.88,28.25
212.0,57.88,28.0
212.6,57.88,28.25
213.2,57.88,28.25
213.9,57.88,28.25
214.4,57.88,27.75
215.1,57.88,27.75
215.6,57.94,28.0
216.3,57.88,27.75
216.9,57.88,27.75
217.5,57.88,28.0
218.1,57.88,28.0
218.7,57.88,27.75
219.3,57.88,27.25
219.9,57.88,28.5
220.5,57.88,28.0
221.1,57.88,28.25
221.7,57.88,28.0
222.3,57.88,28.25
222.9,57.88,28.25
223.5,57.88,28.5
224.1,57.81,28.25
224.7,57.81,27.75
225.3,57.81,28.0
225.9,57.88,28.25
226.5,57.81,28.25
227.1,57.81,28.25
227.7,57.81,28.0
228.3,57.81,28.0
228.9,57.81,28.25
229.5,57.81,28.25
230.1,57.81,28.25
230.7,57.81,28.0
231.3,57.81,28.0
231.9,57.81,28.25
232.5,57.81,27.75
233.1,57.81,28.0
233.7,57.81,28.25
234.3,57.81,27.75
234.9,57.81,28.25
235.5,57.81,28.25
236.1,57.81,28.25
236.7,57.81,27.5
237.3,57.81,28.0
237.9,57.81,27.75
238.5,57.81,28.25
239.1,57.75,28.25
239.7,57.81,28.25
240.3,57.75,28.25
240.9,57.81,27.75
241.5,57.81,28.0
242.1,57.75,28.25
242.7,57.75,27.75
243.3,57.75,28.0
243.9,57.75,27.75
244.5,57.75,28.25
245.1,57.75,28.25
245.7,57.75,28.0
246.3,57.75,28.25
246.9,57.75,28.0
247.5,57.75,28.25
248.1,57.75,28.25
248.7,57.75,28.0
249.3,57.75,28.0
249.9,57.69,28.0
250.5,57.75,28.0
251.1,57.69,28.0
251.7,57.69,28.0
252.3,57.69,28.0
252.9,57.69,28.0
253.5,57.69,28.0
254.1,57.69,28.0
254.7,57.69,28.25
255.3,57.69,28.0
255.9,57.69,27.75
256.5,57.69,28.25
257.1,57.69,27.5
257.7,57.69,28.0
258.3,57.69,28.0
258.9,57.69,28.25
259.5,57.69,28.25
260.1,57.69,28.0
260.7,57.69,28.25
261.3,57.69,27.75
261.9,57.69,27.75
262.5,57.69,28.25
263.1,57.69,28.25
263.7,57.69,28.25
264.3,57.63,28.0
264.9,57.69,27.75
265.5,57.63,27.75
266.2,57.69,28.25
266.7,57.63,28.0
267.4,57.63,27.75
267.9,57.63,28.0
268.6,57.63,28.25
269.1,57.63,28.0
269.8,57.63,27.75
270.4,57.63,28.25
271.0,57.63,27.75
271.6,57.63,27.75
272.2,57.63,28.0
272.8,57.63,28.0
273.4,57.63,28.0
274.0,57.63,28.25
274.6,57.63,28.25
275.2,57.63,28.25
275.8,57.63,28.0
276.4,57.63,28.0
277.0,57.63,28.25
277.6,57.56,27.75
278.2,57.56,28.25
278.8,57.63,27.75
279.4,57.56,28.25
280.0,57.56,28.0
280.6,57.63,28.25
281.2,57.63,27.5
281.8,57.63,28.0
282.4,57.63,28.0
283.0,57.63,28.0
283.6,57.56,28.0
284.2,57.56,28.0
284.8,57.56,27.75
285.4,57.56,28.0
286.0,57.56,28.0
286.6,57.63,28.25
287.2,57.56,28.0
287.8,57.56,28.25
288.4,57.56,28.5
289.0,57.56,28.0
289.6,57.56,28.25
290.2,57.56,27.75
290.8,57.56,28.0
291.4,57.56,27.75
292.0,57.56,27.75
292.6,57.56,28.0
293.2,57.56,28.25
293.8,57.56,28.25
294.4,57.56,28.0
295.0,57.56,28.0
295.6,57.5,28.0
296.2,57.56,28.0
296.8,57.5,28.25
297.4,57.56,27.75
298.0,57.5,28.5
298.6,57.5,28.0
299.2,57.5,28.0
299.8,57.5,28.0
300.4,57.5,27.75
301.0,57.5,28.0
301.6,57.5,28.0
302.2,57.5,27.75
302.8,57.5,28.0
303.4,57.5,27.75
304.0,57.5,28.25
304.6,57.44,27.75
305.2,57.44,27.75
305.8,57.44,27.25
306.4,57.44,28.25
307.0,57.5,27.75
307.6,57.5,28.5
308.2,57.5,28.5
308.8,57.44,28.0
309.4,57.44,28.25
310.0,57.44,28.0
310.6,57.44,27.5
311.2,57.44,28.25
311.8,57.44,28.0
312.4,57.38,28.25
313.0,57.44,28.0
313.6,57.44,28.25
314.2,57.44,28.0
314.8,57.44,27.25
315.4,57.44,28.25
316.0,57.44,27.75
316.6,57.44,28.0
317.2,57.44,28.25
317.8,57.38,27.75
318.4,57.44,28.25
319.0,57.44,28.0
319.6,57.38,28.25
320.2,57.44,28.0
320.8,57.38,28.25
321.4,57.38,28.25
322.0,57.44,28.0
322.6,57.38,28.0
323.3,57.38,28.0
323.8,57.38,28.0
324.5,57.38,28.25
325.0,57.38,27.75
325.7,57.38,28.25
326.3,57.38,28.0
326.9,57.38,27.5
327.5,57.38,28.5
328.1,57.38,27.75
328.7,57.38,28.75
329.3,57.38,28.25
329.9,57.38,28.25
330.5,57.38,28.0
331.1,57.38,28.0
331.7,57.38,28.0
332.3,57.38,28.25
332.9,57.38,27.5
333.5,57.38,28.0
334.1,57.38,28.5
334.7,57.38,28.0
335.3,57.38,28.25
335.9,57.38,28.25
336.5,57.38,28.25
337.1,57.31,27.75
337.7,57.31,28.25
338.3,57.31,27.75
338.9,57.38,28.0
339.5,57.31,27.5
340.1,57.31,27.5
340.7,57.31,27.75
341.3,57.31,28.25
341.9,57.31,28.5
342.5,57.31,28.25
343.1,57.31,27.75
343.7,57.31,27.75
344.3,57.31,27.75
344.9,57.31,28.0
345.5,57.31,28.25
346.1,57.25,28.0
346.7,57.25,28.25
347.3,57.25,28.25
347.9,57.31,28.5
348.5,57.25,28.25
349.1,57.25,28.0
349.7,57.25,28.0
350.3,57.25,28.25
350.9,57.25,28.25
351.5,57.25,28.5
352.1,57.25,28.25
352.7,57.25,28.25
353.3,57.25,28.25
353.9,57.25,28.25
354.5,57.25,28.0
355.1,57.25,27.75
355.7,57.19,28.25
356.3,57.19,28.25
356.9,57.19,27.75
357.5,57.25,28.25
358.1,57.25,28.5
358.7,57.25,28.25
359.3,57.19,28.0
359.9,57.19,28.0
360.5,57.19,28.5
361.1,57.25,28.25
361.7,57.19,28.25
362.3,57.19,27.5
362.9,57.19,28.25
363.5,57.19,27.5
364.1,57.19,28.0
364.7,57.19,28.0
365.3,57.19,28.25
365.9,57.19,28.0
366.5,57.19,28.25
367.1,57.19,28.0
367.7,57.19,28.0
368.3,57.19,28.5
368.9,57.19,28.0
369.5,57.19,28.25
370.1,57.19,28.25
370.7,57.13,27.75
371.3,57.19,28.0
371.9,57.19,28.25
372.5,57.19,28.0
373.1,57.13,27.75
373.7,57.19,28.0
374.3,57.19,27.5
374.9,57.19,28.25
375.5,57.13,28.25
376.1,57.13,28.25
376.7,57.13,28.0
377.3,57.13,28.0
377.9,57.13,28.5
378.5,57.13,28.0
379.1,57.13,28.25
379.7,57.19,27.75
380.3,57.13,27.75
380.9,57.13,28.0
381.6,57.13,28.5
382.1,57.13,28.0
382.8,57.13,27.75
383.3,57.13,28.25
384.0,57.13,28.0
384.5,57.13,28.25
385.2,57.13,28.0
385.8,57.13,28.25
386.4,57.13,27.75
387.0,57.13,28.25
387.6,57.13,28.25
388.2,57.13,28.25
388.8,57.13,28.5
389.4,57.06,27.75
390.0,57.06,28.25
390.6,57.06,28.25
391.2,57.06,28.25
391.8,57.06,28.0
392.4,57.13,28.25
393.0,57.06,27.75
393.6,57.06,27.5
394.2,57.06,28.5
394.8,57.06,28.5
395.4,57.06,28.25
396.0,57.06,27.75
396.6,57.06,27.75
397.2,57.06,28.25
397.8,57.06,27.25
398.4,57.06,28.5
399.0,57.06,28.25
399.6,57.06,28.0
400.2,57.06,27.5
400.8,57.06,28.0
401.4,57.06,28.25
402.0,57.06,27.75
402.6,57.06,28.25
403.2,57.06,28.25
403.8,57.0,28.25
404.4,57.06,28.0
405.0,57.06,27.75
405.6,57.06,28.25
406.2,57.0,28.5
406.8,57.06,28.0
407.4,57.0,28.5
408.0,57.0,27.75
408.6,57.0,28.25
409.2,57.0,27.5
409.8,57.0,28.5
410.4,57.0,27.75
411.0,57.0,28.5
411.6,57.0,28.0
412.2,57.0,28.25
412.8,57.0,27.75
413.4,57.0,28.0
414.0,57.0,27.75
414.6,57.0,28.0
415.2,57.0,27.75
415.8,57.0,28.0
416.4,56.94,28.0
417.0,57.0,28.25
417.6,56.94,27.75
418.2,56.94,27.75
418.8,56.94,28.25
419.4,56.94,28.25
420.0,56.94,28.0
420.6,56.94,27.5
421.2,56.94,27.75
421.8,56.94,28.25
422.4,56.94,28.5
423.0,56.94,27.5
423.6,56.94,27.75
424.2,56.94,28.0
424.8,56.94,27.25
425.4,56.94,28.25
426.0,56.94,28.25
426.6,56.94,27.75
427.2,56.94,28.25
427.8,56.94,28.25
428.4,56.94,28.0
429.0,56.88,28.25
429.6,56.88,28.25
430.2,56.94,28.25
430.8,56.88,28.25
431.4,56.94,28.0
432.0,56.94,28.0
432.6,56.94,27.75
433.2,56.94,28.0
433.8,56.94,28.25
434.4,56.88,28.0
435.0,56.94,28.0
435.6,56.88,28.25
436.2,56.94,28.0
436.8,56.88,28.0
437.4,56.88,28.25
438.0,56.88,28.0
438.6,56.88,28.0
439.2,56.88,28.25
439.8,56.88,27.5
440.4,56.81,28.0
441.0,56.88,28.25
441.6,56.88,28.0
442.2,56.88,28.25
442.8,56.88,27.75
443.4,56.88,27.75
444.0,56.81,27.75
444.6,56.88,28.0
445.2,56.88,28.0
445.8,56.88,28.0
446.4,56.88,28.5
447.0,56.88,28.25
447.6,56.81,28.25
448.2,56.81,28.25
448.8,56.81,28.25
449.4,56.81,28.5
450.0,56.81,28.25
450.6,56.81,28.25
451.2,56.81,27.75
451.8,56.81,27.75
452.4,56.81,27.5
453.1,56.81,28.25
453.7,56.81,28.25
454.2,56.81,28.25
454.9,56.81,28.25
455.4,56.81,28.25
456.1,56.81,28.0
456.6,56.81,28.0
457.3,56.81,28.25
457.9,56.81,28.0
458.5,56.81,28.5
459.1,56.81,28.25
459.7,56.75,27.75
460.3,56.81,28.0
460.9,56.81,28.25
461.5,56.81,28.5
462.1,56.75,28.0
462.7,56.75,28.0
463.3,56.81,28.5
463.9,56.75,27.75
464.5,56.75,28.0
465.1,56.75,28.0
465.7,56.75,28.25
466.3,56.75,28.0
466.9,56.75,27.75
467.5,56.75,27.75
468.1,56.75,27.5
468.7,56.75,27.75
469.3,56.75,28.25
469.9,56.75,28.25
470.5,56.75,28.25
471.1,56.75,28.25
471.7,56.75,28.25
472.3,56.75,28.0
472.9,56.75,28.0
473.5,56.69,27.75
474.1,56.69,28.0
474.7,56.69,27.75
475.3,56.69,28.0
475.9,56.69,28.0
476.5,56.69,28.25
477.1,56.69,28.0
477.7,56.75,28.0
478.3,56.69,28.25
478.9,56.69,28.0
479.5,56.69,28.25
480.1,56.69,28.25
480.7,56.69,28.25
481.3,56.69,27.5
481.9,56.69,28.25
482.5,56.69,28.5
483.1,56.69,28.0
483.7,56.69,28.25
484.3,56.69,28.5
484.9,56.69,28.25
485.5,56.69,28.25
486.1,56.69,28.5
486.7,56.69,27.25
487.3,56.69,28.0
487.9,56.69,28.0
488.5,56.69,27.75
489.1,56.69,28.0
489.7,56.69,28.5
490.3,56.63,28.25
490.9,56.69,28.0
491.5,56.63,28.5
492.1,56.63,28.25
492.7,56.69,27.75
493.3,56.69,28.5
493.9,56.63,28.25
494.5,56.63,27.75
495.1,56.63,28.25
495.7,56.63,28.25
496.3,56.63,28.0
496.9,56.63,28.25
497.5,56.63,28.0
498.1,56.63,28.25
498.7,56.63,28.0
499.3,56.63,28.0
499.9,56.63,28.0
500.5,56.63,28.0
501.1,56.63,28.25
501.7,56.63,27.75
502.3,56.63,28.0
502.9,56.63,28.0
503.5,56.63,28.25
504.1,56.63,28.0
504.7,56.56,28.0
505.3,56.63,27.75
505.9,56.56,28.0
506.5,56.63,28.25
507.1,56.56,28.25
507.7,56.56,28.0
508.3,56.63,28.25
508.9,56.56,28.0
509.5,56.56,28.25
510.1,56.56,28.5
510.7,56.56,28.25
511.3,56.56,28.0
511.9,56.56,28.25
512.5,56.56,27.75
513.1,56.56,28.25
513.7,56.56,28.25
514.3,56.56,27.75
514.9,56.56,27.75
515.5,56.5,28.25
516.1,56.56,28.0
516.7,56.56,28.0
517.3,56.56,28.0
517.9,56.5,28.0
518.5,56.5,28.25
519.1,56.56,28.25
519.7,56.56,28.0
520.3,56.5,28.25
520.9,56.56,28.25
521.5,56.5,27.5
522.1,56.5,28.25
522.7,56.56,28.25
523.3,56.5,28.0
523.9,56.5,28.0
524.5,56.5,28.75
525.1,56.5,28.0
525.7,56.5,28.0
526.3,56.5,28.0
526.9,56.5,28.0
527.5,56.5,28.25
528.1,56.5,28.25
528.7,56.5,28.0
529.3,56.5,28.5
529.9,56.5,28.0
530.5,56.5,28.5
531.1,56.5,27.75
531.7,56.5,28.25
532.3,56.44,27.75
533.0,56.44,28.0
533.5,56.44,28.0
534.2,56.44,28.0
534.7,56.44,28.0
535.4,56.5,28.0
535.9,56.44,27.75
536.6,56.44,28.0
537.1,56.44,28.25
537.8,56.44,28.25
538.4,56.44,28.25
539.0,56.44,28.25
539.6,56.44,28.0
540.2,56.44,28.0
540.8,56.44,27.75
541.4,56.44,28.0
542.0,56.44,28.25
542.6,56.44,28.0
543.2,56.44,28.25
543.8,56.44,27.75
544.4,56.44,28.25
545.0,56.44,28.0
545.6,56.44,28.0
546.2,56.44,28.5
546.8,56.38,27.75
547.4,56.38,28.25
548.0,56.38,28.25
548.6,56.38,27.75
549.2,56.38,28.0
549.8,56.38,28.25
550.4,56.38,28.25
551.0,56.38,28.25
551.6,56.38,28.25
552.2,56.38,28.25
552.8,56.38,28.0
553.4,56.38,27.5
554.0,56.38,28.25
554.6,56.38,28.25
555.2,56.38,28.0
555.8,56.38,28.25
556.4,56.38,27.75
557.0,56.38,28.0
557.6,56.38,28.25
558.2,56.38,28.25
558.8,56.38,28.0
559.4,56.38,28.25
560.0,56.38,28.25
560.6,56.38,28.25
561.2,56.38,28.0
561.8,56.38,28.0
562.4,56.38,28.5
563.0,56.38,28.0
563.6,56.38,28.25
564.2,56.38,28.5
564.8,56.31,28.25
565.4,56.31,28.25
566.0,56.38,28.25
566.6,56.31,28.25
567.2,56.38,28.25
567.8,56.31,27.75
568.4,56.31,28.25
569.0,56.31,28.25
569.6,56.31,28.5
570.2,56.31,28.0
570.8,56.31,28.0
571.4,56.31,27.25
572.0,56.31,28.5
572.6,56.25,28.25
573.2,56.31,28.0
573.8,56.31,28.0
574.4,56.31,27.75
575.0,56.31,28.25
575.6,56.31,28.25
576.2,56.31,28.0
576.8,56.25,28.25
577.4,56.25,28.25
578.0,56.25,28.25
578.6,56.25,28.5
579.2,56.31,27.75
579.8,56.25,27.75
580.4,56.25,27.75
581.0,56.25,28.25
581.6,56.25,27.75
582.2,56.25,28.25
582.8,56.25,28.25
583.4,56.25,28.25
584.0,56.25,28.0
584.6,56.25,28.25
585.2,56.25,28.25
585.8,56.25,28.5
586.4,56.25,28.25
587.0,56.25,28.0
587.6,56.25,28.25
588.2,56.25,28.25
588.8,56.25,28.25
589.4,56.25,28.0
590.0,56.25,28.25
590.6,56.25,28.25
591.2,56.25,28.25
591.8,56.25,28.5
592.4,56.25,28.5
593.0,56.25,28.0
593.6,56.19,28.0
594.2,56.25,28.0
594.8,56.25,27.75
595.4,56.19,27.5
596.0,56.19,28.25
596.6,56.25,28.25
597.2,56.19,28.25
597.8,56.19,28.25
598.4,56.19,28.25
599.0,56.19,27.75
599.6,56.19,28.0
600.2,56.19,28.0
600.8,56.19,28.25
601.4,56.19,28.5
602.0,56.19,27.75
602.6,56.19,28.0
603.2,56.19,28.5
603.8,56.19,27.75
604.4,56.13,27.75
605.0,56.13,28.25
605.6,56.13,28.25
606.2,56.19,28.25
606.8,56.19,27.75
607.4,56.13,28.25
608.0,56.19,28.25
608.6,56.13,27.75
609.2,56.19,28.25
609.8,56.13,28.25
610.4,56.19,28.5
611.0,56.13,28.0
611.6,56.13,28.25
612.2,56.13,28.0
612.8,56.13,28.0
613.4,56.13,27.75
614.0,56.13,28.0
614.6,56.13,27.5
615.2,56.13,28.25
615.8,56.13,28.0
616.4,56.13,28.0
617.0,56.13,28.25
617.6,56.13,28.25
618.2,56.13,28.5
618.8,56.13,27.75
619.4,56.13,28.25
620.0,56.13,28.75
620.6,56.13,28.25
621.2,56.13,28.0
621.8,56.13,28.25
622.4,56.13,27.75
623.0,56.13,28.5
623.6,56.13,28.25
624.2,56.13,28.0
624.8,56.13,28.0
625.4,56.13,27.75
626.0,56.13,28.5
626.6,56.06,27.75
627.2,56.06,27.75
627.8,56.06,28.25
628.4,56.06,28.25
629.0,56.06,28.5
629.7,56.06,28.25
630.2,56.06,28.0
630.9,56.06,28.0
631.4,56.06,28.5
632.1,56.06,28.5
632.6,56.06,28.25
633.3,56.06,27.75
633.8,56.06,28.25
634.5,56.06,28.25
635.0,56.06,28.0
635.7,56.06,27.75
636.3,56.06,27.5
636.9,56.06,28.25
637.5,56.06,28.5
638.1,56.0,27.75
638.7,56.06,28.25
639.3,56.0,28.25
639.9,56.0,28.25
640.5,56.0,28.25
641.1,56.06,28.25
641.7,56.0,28.25
642.3,56.0,28.25
642.9,56.0,28.0
643.5,56.0,28.25
644.1,56.0,28.0
644.7,56.0,28.0
645.3,56.0,28.5
645.9,56.0,27.75
646.5,56.0,28.25
647.1,56.0,28.0
647.7,56.0,28.25
648.3,56.0,27.75
648.9,56.0,28.0
649.5,56.0,28.5
650.1,56.0,28.25
650.7,56.0,28.0
651.3,56.0,28.0
651.9,55.94,28.0
652.5,55.94,27.5
653.1,55.94,28.0
653.7,55.94,28.25
654.3,55.94,28.5
654.9,56.0,28.25
655.5,56.0,28.0
656.1,55.94,28.0
656.7,55.94,27.75
657.3,55.94,28.25
657.9,55.94,28.0
658.5,55.94,28.25
659.1,55.94,28.25
659.7,55.94,28.0
660.3,55.94,27.75
660.9,55.94,28.25
661.5,55.94,28.25
662.1,55.94,28.25
662.7,55.88,28.5
663.3,55.94,28.25
663.9,55.94,28.25
664.5,55.94,28.25
665.1,55.94,28.0
665.7,55.94,28.25
666.3,55.94,28.25
666.9,55.94,28.0
667.5,55.94,28.0
668.1,55.88,27.75
668.7,55.88,28.25
669.3,55.88,27.75
669.9,55.88,28.5
670.5,55.88,28.0
671.1,55.88,28.0
671.7,55.88,28.0
672.3,55.88,28.25
672.9,55.88,28.0
673.5,55.88,28.5
674.1,55.88,28.5
674.7,55.88,28.25
675.3,55.88,28.5
675.9,55.88,28.25
676.5,55.88,28.0
677.1,55.88,28.0
677.7,55.88,28.5
678.3,55.88,28.25
678.9,55.88,28.25
679.5,55.88,28.25
680.1,55.88,28.5
680.7,55.88,28.25
681.3,55.88,28.25
681.9,55.81,27.5
682.5,55.81,28.25
683.1,55.88,28.25
683.7,55.88,28.25
684.3,55.88,28.0
684.9,55.81,28.5
685.5,55.88,28.25
686.1,55.81,28.25
686.7,55.88,28.5
687.3,55.81,28.0
687.9,55.81,28.25
688.5,55.81,28.25
689.1,55.81,28.5
689.7,55.81,28.25
690.3,55.81,28.75
690.9,55.81,28.25
691.5,55.81,28.0
692.1,55.81,28.5
692.7,55.81,28.0
693.3,55.81,28.5
693.9,55.81,28.5
694.5,55.81,28.25
695.1,55.81,28.25
695.7,55.81,28.25
696.3,55.81,28.75
696.9,55.75,28.5
697.5,55.75,28.25
698.1,55.75,28.25
698.7,55.81,28.25
699.3,55.81,28.0
699.9,55.75,28.25
700.5,55.75,28.25
701.1,55.75,28.25
701.7,55.75,28.5
702.3,55.75,28.25
702.9,55.75,28.0
703.5,55.75,28.0
704.1,55.75,28.0
704.7,55.75,28.5
705.3,55.75,28.5
705.9,55.75,28.5
706.5,55.75,28.25
707.1,55.75,28.25
707.7,55.75,28.25
708.3,55.75,28.75
708.9,55.75,28.5
709.5,55.75,28.25
710.1,55.75,28.0
710.7,55.75,28.75
711.3,55.75,28.0
711.9,55.75,28.25
712.5,55.69,28.5
713.1,55.75,27.75
713.7,55.69,28.25
714.3,55.75,28.0
714.9,55.69,28.25
715.5,55.75,28.25
716.1,55.69,27.75
716.7,55.69,28.25
717.3,55.69,28.0
717.9,55.69,28.25
718.5,55.69,27.75
719.1,55.69,28.25
719.7,55.75,28.0
720.3,55.69,28.25
720.9,55.69,27.75
721.5,55.69,28.5
722.1,55.75,28.0
722.7,55.69,28.5
723.3,55.69,28.25
723.9,55.69,28.25
724.5,55.69,28.5
725.1,55.69,28.25
725.7,55.69,28.25
726.3,55.69,28.25
726.9,55.69,28.25
727.5,55.69,28.5
728.1,55.69,28.25
728.7,55.69,28.25
729.3,55.69,28.25
729.9,55.69,27.75
730.5,55.69,28.0
731.1,55.69,28.0
731.7,55.69,27.5
732.3,55.69,28.0
732.9,55.63,28.5
733.5,55.63,28.0
734.1,55.63,28.25
734.7,55.63,28.0
735.3,55.63,28.5
735.9,55.63,28.0
736.5,55.63,28.0
737.1,55.63,28.75
737.7,55.63,28.25
738.3,55.63,28.25
738.9,55.63,28.0
739.5,55.63,28.25
740.1,55.63,28.0
740.7,55.63,28.5
741.3,55.63,28.5
741.9,55.63,29.0
742.5,55.63,28.5
743.1,55.63,28.25
743.7,55.63,28.25
744.3,55.56,28.25
744.9,55.63,28.25
745.5,55.63,28.25
746.1,55.63,28.25
746.7,55.56,28.25
747.3,55.56,28.5
747.9,55.56,27.75
748.5,55.56,28.25
749.1,55.56,28.25
